basis_kind,method,budget,cells,model_queries,mean_reference_rate,rmse,mc_rmse,mae,rmse_ratio_vs_mc,effective_mc_multiplier
sklearn_sdl,output_active,256,12,12,0.0059,0.004120723685387037,0.004697319575876935,0.0027392345358867053,0.8772500186167865,1.299431013318583
sklearn_sdl,random_comp,256,12,12,0.0059,0.004477009222650371,0.004697319575876935,0.0030366002895000506,0.9530987088130075,1.1008400911274694
sklearn_sdl,random_stratified,256,12,12,0.0059,0.004581685404882786,0.004697319575876935,0.003314223764303239,0.9753829457148312,1.0511136703526214
sklearn_sdl,mc,256,12,12,0.0059,0.004697319575876935,0.004697319575876935,0.0035976851851851643,1.0,1.0
sklearn_sdl,embedding_ase,256,12,12,0.0059,0.004785047258329956,0.004697319575876935,0.0037576772644262965,1.0186761153964372,0.9636686993083533
sklearn_sdl,ase_output,256,12,12,0.0059,0.004966130462381678,0.004697319575876935,0.0037909312141887145,1.057226442051169,0.8946722493056379
sklearn_sdl,embedding_comp,256,12,12,0.0059,0.005672140453655923,0.004697319575876935,0.002676898907164003,1.2075270507003988,0.6858138683146314
sklearn_sdl,per_query_rf,512,12,12,0.0059,0.001544822860215448,0.0029664424359069847,0.0012037224123288203,0.5207661680928999,3.687350960044413
sklearn_sdl,pca_comp,512,12,12,0.0059,0.001829960325122997,0.0029664424359069847,0.0013350107773370719,0.6168871854624375,2.6277769718529727
sklearn_sdl,internal,512,12,12,0.0059,0.0022134721067601153,0.0029664424359069847,0.0017467230527793195,0.7461705914018014,1.7960720037267421
sklearn_sdl,output_comp,512,12,12,0.0059,0.002478150438733721,0.0029664424359069847,0.0016553891171789863,0.835394750539304,1.432902090137456
sklearn_sdl,input_concept_comp,512,12,12,0.0059,0.002503310021690349,0.0029664424359069847,0.0018310675984894243,0.8438761498923091,1.4042439919920555
sklearn_sdl,random_comp,512,12,12,0.0059,0.00265163312266136,0.0029664424359069847,0.0020433622163932587,0.8938764799764697,1.2515407069108089
sklearn_sdl,mc,512,12,12,0.0059,0.0029664424359069847,0.0029664424359069847,0.002292795138888862,1.0,1.0
